URL,Venue Name,Guest Capacity,Contact,Location,Highlights
https://www.wedding-spot.com/venue/2292/smooth-sailing-celebrations/,Smooth Sailing Celebrations,1200,973-715-1091,"Lincoln Harbor Marina 1500 Harbor Boulevard Weehawken, NJ 07086","Rehearsal dinner and bridal shower, Indoor and outdoor spaces, Upgraded rentals included"
https://www.wedding-spot.com/venue/2498/the-st-regis-new-york/,The St. Regis New York,220,212-339-6743,"2 East 55th Street New York, NY 10022","Rentals included, Valet parking"
https://www.wedding-spot.com/venue/703/francescas-touch-of-class-premium-luxury-yachts/,Francesca's Touch of Class - Premium Luxury Yachts,1200,917-968-0794,"West 41st Street West Side HWY, Pier 81 New York, NY 10036","Rehearsal dinner and bridal shower, Indoor and outdoor spaces, Rentals included"
https://www.wedding-spot.com/venue/16839/sheraton-lincoln-harbor-hotel/,Sheraton Lincoln Harbor Hotel,110,,"500 Harbor Blvd Weehawken, NJ 07086","Upgraded rentals included, Rentals included"
https://www.wedding-spot.com/venue/1695/ashford-estate/,Ashford Estate,275,908-681-9000,"637 Province Line Road Allentown, NJ 08501","2x award winner, Rentals included, Valet parking"
https://www.wedding-spot.com/venue/1696/mallard-island-yacht-club/,Mallard Island Yacht Club,250,908-681-9000,"1450 East Bay Avenue Manahawkin, NJ 08050","Accommodation offered, Rentals included, Valet parking"
https://www.wedding-spot.com/venue/1601/bonnet-island-estate/,Bonnet Island Estate,250,908-681-9000,"2400 East Bay Avenue Manahawkin, NJ 08050","Award winner, Rentals included, Valet parking"
https://www.wedding-spot.com/venue/1466/chart-house-atlantic-city/,Chart House Atlantic City,65,609-340-5031,"Golden Nugget Hotel & Casino Brigantine Boulevard Atlantic City, NJ 08401","Rentals included, Valet parking"
https://www.wedding-spot.com/venue/1197/the-smithville-inn/,The Smithville Inn,170,609-652-7777,"1 North New York Road (Route 9) Galloway, NJ 08205","Indoor and outdoor spaces, Rentals included, Valet parking"
https://www.wedding-spot.com/venue/1215/the-breakers-on-the-ocean/,The Breakers on the Ocean,220,732-449-7700,"1507 Ocean Avenue Spring Lake Spring Lake, NJ 07762","Award winner, Indoor and outdoor spaces, Rentals included"
https://www.wedding-spot.com/venue/1219/seaview-a-dolce-hotel/,"Seaview, A Dolce Hotel",400,609-748-7648,"401 South New York Road Galloway, NJ 08205","Award winner, Accommodation offered, Indoor and outdoor spaces"
https://www.wedding-spot.com/venue/1120/greate-bay/,Greate Bay,300,609-927-5071,"901 Mays Landing Road Somers Point, NJ 08244","Award winner, Indoor and outdoor spaces, Rentals included"
https://www.wedding-spot.com/venue/1014/avalon-yacht-club/,Avalon Yacht Club,225,609-967-4444,"704 7th Street Avalon, NJ 08202","Indoor and outdoor spaces, Rentals included, Valet parking"
https://www.wedding-spot.com/venue/768/ocean-club-hotel/,Ocean Club Hotel,150,609-884-7000 ext  702,"1035 Beach Avenue Cape May, NJ 08204","Indoor and outdoor spaces, Valet parking"
https://www.wedding-spot.com/venue/750/the-shore-club/,The Shore Club,250,732-449-3666,"700 Highway 71 Spring Lake, NJ 07762","Indoor and outdoor spaces, Rentals included, Valet parking"
https://www.wedding-spot.com/venue/760/ron-jaworskis-valleybrook-country-club/,Ron Jaworski's Valleybrook Country Club,220,856-227-3171 ext  3,"200 Golfview Drive Blackwood, NJ 08012","Indoor and outdoor spaces, Upgraded rentals included, Rentals included"
https://www.wedding-spot.com/venue/749/battleground-country-club/,Battleground Country Club,400,732-462-7575,"1 Covenhoven Road Manalapan, NJ 07726","Indoor and outdoor spaces, Valet parking"
https://www.wedding-spot.com/venue/746/linwood-country-club/,Linwood Country Club,275,609-927-6134,"500 Shore Road Linwood, NJ 08221","Indoor and outdoor spaces, BYO, Rentals included"
https://www.wedding-spot.com/venue/739/nicolosi-caterers/,Nicolosi Caterers,400,856-845-3437,"1 Hessian Avenue West Deptford, NJ 08096","Indoor and outdoor spaces, Rentals included, Valet parking"
https://www.wedding-spot.com/venue/727/ron-jaworskis-ramblewood-country-club/,Ron Jaworski's Ramblewood Country Club,400,856-235-2118 ext  12,"200 Country Club Parkway Mount Laurel, NJ 08054","Award winner, Indoor and outdoor spaces, Valet parking"
https://www.wedding-spot.com/venue/696/colts-neck-inn-steak-chop-house/,Colts Neck Inn Steak & Chop House,180,732-462-0383,"6 County Road, Route 537 West Colts Neck, NJ 07722","Indoor and outdoor spaces, Rentals included, Valet parking"
https://www.wedding-spot.com/venue/700/the-gables-historic-inn-restaurant/,The Gables Historic Inn & Restaurant,200,917-836-3900,"212 Centre Street Beach Haven, NJ 08008","Indoor and outdoor spaces, BYO, Upgraded rentals included"
https://www.wedding-spot.com/venue/13602/rooftop/,Rooftop,100,917-765-9616,"Private Estate Address withheld for privacy Long Island, NY 12345",Valet parking
https://www.wedding-spot.com/venue/3228/inn-at-great-neck-world-hotels-crafted/,"Inn at Great Neck, World Hotels Crafted",135,516-773-2000,"30 Cutter Mill Road Great Neck, NY 11021","Rentals included, Valet parking"
https://www.wedding-spot.com/venue/249/estate-at-three-village-inn/,Estate at Three Village Inn,200,,"150 Main Street Stony Brook, NY 11790","Indoor and outdoor spaces, Upgraded rentals included, Valet parking"
https://www.wedding-spot.com/venue/12938/one-if-by-land-two-if-by-sea/,"One if by Land, Two if by Sea",140,212-255-8649,"17 Barrow Street New York, NY 10014","Rentals included, Valet parking"
https://www.wedding-spot.com/venue/285/the-view-at-oakdale/,The View at Oakdale,220,,"3 Consuelo Place Oakdale, NY 11769","Indoor and outdoor spaces, Rentals included, Valet parking"
https://www.wedding-spot.com/venue/9840/the-inn-at-ragged-edge/,The Inn At Ragged Edge,125,717-496-8372,"1090 Ragged Edge Road Chambersburg, PA 17202","Indoor and outdoor spaces, BYO, Valet parking"
https://www.wedding-spot.com/venue/1343/the-mansion-at-oyster-bay/,The Mansion at Oyster Bay,288,,"1 S Woods Road Woodbury, NY 11797","Award winner, Indoor and outdoor spaces, Upgraded rentals included"
https://www.wedding-spot.com/venue/4263/doubletree-by-hilton-philadelphia-airport/,DoubleTree by Hilton Philadelphia Airport,375,215-937-4507,"4509 Island Avenue Philadelphia, PA 19153","Rentals included, Valet parking"
https://www.wedding-spot.com/venue/12847/bowmans-hill-wildflower-preserve/,Bowman's Hill Wildflower Preserve,200,215-860-1859,"1635 River Road New Hope, PA 18938","BYO, Valet parking"
https://www.wedding-spot.com/venue/6570/hilton-garden-inn-hamilton/,Hilton Garden Inn Hamilton,200,609-570-4160,"800 US Highway 130 Hamilton Township, NJ 08691","Indoor and outdoor spaces, Upgraded rentals included, Rentals included"
https://www.wedding-spot.com/venue/4914/riverwinds-community-center/,RiverWinds Community Center,500,856-251-1410 ext  110,"1000 Riverwinds Drive West Deptford, NJ 08086","Indoor and outdoor spaces, BYO, Valet parking"
https://www.wedding-spot.com/venue/4909/bayonet-farm/,Bayonet Farm,200,732-946-2820 ext  1224,"41 Middle Town Road Holmdel, NJ 07733","Indoor and outdoor spaces, BYO, Valet parking"
https://www.wedding-spot.com/venue/4784/parsonage-barn/,Parsonage Barn,80,609-802-4221,"3 Cranbury Neck Road Cranbury, NJ 08512",
https://www.wedding-spot.com/venue/4887/sayen-house-and-gardens/,Sayen House and Gardens,100,609-890-3874,"155 Hughes Drive Hamilton Township, NJ 08690","Award winner, Indoor and outdoor spaces, BYO"
https://www.wedding-spot.com/venue/4763/the-cranbury-inn/,The Cranbury Inn,240,609-655-5595,"21 South Main Street Cranbury, NJ 08512","Rentals included, Valet parking"
https://www.wedding-spot.com/venue/5201/updike-farmstead/,Updike Farmstead,200,609-921-6748 ext  105,"354 Quaker Road Princeton, NJ 08540","Indoor and outdoor spaces, BYO, Valet parking"
https://www.wedding-spot.com/venue/4592/doubletree-suites-by-hilton-mt-laurel/,DoubleTree Suites by Hilton Mt. Laurel,220,856-778-8999 ext  423,"515 Fellowship Road North Mount Laurel, NJ 08054","Indoor and outdoor spaces, Rentals included, Valet parking"
https://www.wedding-spot.com/venue/4591/the-kove/,The Kove,200,856-546-0808,"20 West Atlantic Avenue Audubon, NJ 08106","Rentals included, Valet parking"
https://www.wedding-spot.com/venue/4574/salt-creek-grille-rumson/,Salt Creek Grille Rumson,150,732-933-9272,"4 Bingham Avenue Rumson, NJ 07760","Indoor and outdoor spaces, Upgraded rentals included, Rentals included"
https://www.wedding-spot.com/venue/4495/the-dutchmans-brauhaus/,The Dutchman's Brauhaus,135,609-494-6910,"2500 East Bay Avenue Manahawkin, NJ 08050","Indoor and outdoor spaces, Rentals included, Valet parking"
https://www.wedding-spot.com/venue/4498/the-haddon-fortnightly/,The Haddon Fortnightly,250,856-428-9040,"301 Kings Highway East Haddonfield, NJ 08033","BYO, Valet parking"
https://www.wedding-spot.com/venue/4656/aloft-mount-laurel/,Aloft Mount Laurel,320,856-234-1880,"558 Fellowship Road Mt Laurel, NJ 08054","Indoor and outdoor spaces, Rentals included, Valet parking"
https://www.wedding-spot.com/venue/4390/the-marian-house-by-willow-sage-catering-and-events/,The Marian House by Willow & Sage Catering and Events,275,732-712-1287,"507 Kings Highway South Cherry Hill, NJ 08034","Indoor and outdoor spaces, BYO, Rentals included"
https://www.wedding-spot.com/venue/4389/chalfonte-hotel/,Chalfonte Hotel,175,609-884-8409,"301 Howard Street Cape May, NJ 08204","Indoor and outdoor spaces, Valet parking"
https://www.wedding-spot.com/venue/9318/the-bryant-park-hotel/,The Bryant Park Hotel,120,212-869-0100,"40 West 40th Street New York, NY 10018","Rehearsal dinner and bridal shower, Valet parking"
https://www.wedding-spot.com/venue/13513/the-bushwick-starr/,The Bushwick Starr,70,,"207A Starr Street Brooklyn, NY 11237","BYO, Valet parking"
https://www.wedding-spot.com/venue/11667/the-mariner-iii/,The Mariner III,90,917-471-0585,"Pier 60 Chelsea Piers West 23rd Street & Hudson River Park New York, NY 10011",Rentals included
https://www.wedding-spot.com/venue/1741/quality-italian/,Quality Italian,40,212-838-2061 ext  2326,"57 West 57th Street New York, NY 10019","Rentals included, Valet parking"
https://www.wedding-spot.com/venue/1704/hotel-giraffe/,Hotel Giraffe,40,212-894-0497,"365 Park Avenue South New York, NY 10016","Rehearsal dinner and bridal shower, Indoor and outdoor spaces, Rentals included"
https://www.wedding-spot.com/venue/273/360-east-at-montauk-downs/,360 East at Montauk Downs,218,,"50 South Fairview Avenue Montauk, NY 11954","Award winner, Indoor and outdoor spaces, Rentals included"
https://www.wedding-spot.com/venue/16459/gemelli-and-the-ledge/,Gemelli and the Ledge,250,,"48 Cypress Ave Brooklyn Brooklyn, NY 11237","Indoor and outdoor spaces, BYO"
https://www.wedding-spot.com/venue/1714/rubin-museum-of-art/,Rubin Museum of Art,150,212-620-5000 ext  292,"150 West 17th Street New York, NY 10011","Rentals included, Valet parking"
https://www.wedding-spot.com/venue/6204/colonial-industrial-quarter/,Colonial Industrial Quarter,250,610-882-0450 ext  20,"459 Old York Road Bethlehem, PA 18018","Indoor and outdoor spaces, BYO, Valet parking"
https://www.wedding-spot.com/venue/5222/new-york-water-taxi/,New York Water Taxi,200,212-630-8121,"83 North River Piers 2th Ave & 42nd New York, NY 10036","Indoor and outdoor spaces, Rentals included, Valet parking"
https://www.wedding-spot.com/venue/248/the-pavilion-at-sunken-meadow/,The Pavilion at Sunken Meadow,300,,"Sunken Meadow State Park Parking Field #2 Kings Park, NY 11754","2x award winner, Indoor and outdoor spaces, Rentals included"
https://www.wedding-spot.com/venue/5061/il-buco/,Il Buco,70,917-484-4016,"47 Bond Street New York, NY 10012","BYO, Rentals included, Valet parking"
https://www.wedding-spot.com/venue/1617/yachts-for-all-seasons-cloud-9-iv/,Yachts For All Seasons: Cloud 9 IV,149,212-534-6380,"2430 FDR Drive Service Road East New York, NY 10010","Rehearsal dinner and bridal shower, Indoor and outdoor spaces, Rentals included"
https://www.wedding-spot.com/venue/8625/ristorante-degrezia/,Ristorante DeGrezia,120,212-750-5353,"231 East 50th Steet New York, NY 10022","Upgraded rentals included, Rentals included, Valet parking"
https://www.wedding-spot.com/venue/231/le-cirque/,Le Cirque,170,212-405-5095,"One Beacon Court 151 East 58th Street New York, NY 10022",Rentals included
https://www.wedding-spot.com/venue/13512/the-bogardus-mansion/,The Bogardus Mansion,125,646-729-6139,"75 Murray Street New York, NY 10007","Rehearsal dinner and bridal shower, BYO, Valet parking"
https://www.wedding-spot.com/venue/13533/events-at-stone-park/,Events at Stone Park,60,718-369-0082,"357 3rd Street Brooklyn, NY 11215","Upgraded rentals included, Rentals included, Valet parking"
https://www.wedding-spot.com/venue/13686/lovecraft/,Lovecraft,300,917-612-3855,"50 Avenue B New York, NY 10009","Rentals included, Valet parking"
https://www.wedding-spot.com/venue/13786/landmark-on-main-street/,Landmark On Main Street,425,516-767-1384,"232 Main Street Port Washington, NY 11050",Valet parking
https://www.wedding-spot.com/venue/264/the-mansion-at-west-sayville/,The Mansion at West Sayville,200,,"200 Main Street West Sayville, NY 11796","Indoor and outdoor spaces, Rentals included, Valet parking"
https://www.wedding-spot.com/venue/13749/sixth-floor-loft/,Sixth Floor Loft,60,212-982-8113,"873 Broadway New York, NY 10003",Valet parking
https://www.wedding-spot.com/venue/250/chateau-at-coindre-hall/,Chateau at Coindre Hall,200,,"101 Browns Road Huntington, NY 11743","Award winner, Indoor and outdoor spaces, Upgraded rentals included"
https://www.wedding-spot.com/venue/8677/blue-fin-times-square/,Blue Fin Times Square,275,212-331-0313,"1567 Broadway New York, NY 10036","Upgraded rentals included, Rentals included, Valet parking"
https://www.wedding-spot.com/venue/13700/the-james-new-york-soho/,The James New York - SoHo,100,212-465-2000,"27 Grand Street New York, NY 10013","Indoor and outdoor spaces, BYO, Upgraded rentals included"
https://www.wedding-spot.com/venue/16539/42west44/,42West44,200,212-382-6684,"42 West 44th Street New York, NY 10036",Rentals included
https://www.wedding-spot.com/venue/3645/sheraton-philadelphia-downtown/,Sheraton Philadelphia Downtown,1000,215-448-2964,"201 North 17th Street Philadelphia, PA 19103","Award winner, Rentals included, Valet parking"
https://www.wedding-spot.com/venue/9800/spring-mill-ballroom/,Spring Mill Ballroom,225,610-283-2371,"1210 East Hector Street Conshohocken, PA 19428",
https://www.wedding-spot.com/venue/5643/bryn-athyn-college/,Bryn Athyn College,400,267-760-0744,"2945 College Drive Bryn Athyn, PA 19009","Indoor and outdoor spaces, BYO, Valet parking"
https://www.wedding-spot.com/venue/6202/kemerer-museum/,Kemerer Museum,140,610-882-0450 ext  20,"427 North New Street Bethlehem, PA 18018","Indoor and outdoor spaces, BYO, Valet parking"
https://www.wedding-spot.com/venue/1456/city-cruises-philadelphia/,City Cruises Philadelphia,530,267-238-3618,"401 South Columbus Boulevard Philadelphia, PA 19106","Indoor and outdoor spaces, Upgraded rentals included, Rentals included"
https://www.wedding-spot.com/venue/3909/chart-house-philadelphia/,Chart House Philadelphia,250,215-625-8383,"555 South Columbus Blvd. Philadelphia, PA 19147","Indoor and outdoor spaces, Valet parking"
https://www.wedding-spot.com/venue/3946/old-york-road-country-club/,Old York Road Country Club,165,215-643-0180 ext  100,"801 Tennis Avenue Ambler, PA 19002","Indoor and outdoor spaces, Rentals included, Valet parking"
https://www.wedding-spot.com/venue/2976/golden-pheasant-inn/,Golden Pheasant Inn,100,610-294-9595,"763 River Road Erwinna, PA 18920","Indoor and outdoor spaces, Valet parking"
https://www.wedding-spot.com/venue/820/doubletree-by-hilton-hotel-philadelphia-airport/,DoubleTree by Hilton Hotel Philadelphia Airport,250,215-365-4150,"4509 Island Avenue Philadelphia, PA 19153","Rentals included, Valet parking"
https://www.wedding-spot.com/venue/6203/moravian-museum/,Moravian Museum,80,610-882-0450 ext  20,"66 West Church Street Bethlehem, PA 18018","BYO, Valet parking"
https://www.wedding-spot.com/venue/1612/quality-meats-nyc/,Quality Meats NYC,125,212-838-2061 ext  2326,"57 West 58th Street New York, NY 10019","Rentals included, Valet parking"
https://www.wedding-spot.com/venue/12733/heroes-ballroom/,Heroes Ballroom,350,215-629-3606,"11630 Caroline Road Philadelphia, PA 19154","Award winner, Rentals included, Valet parking"
https://www.wedding-spot.com/venue/2671/carmines-new-york/,Carmine's New York,200,212-221-3800 ext  225,"200 West 44th Street New York, NY 10036","Upgraded rentals included, Valet parking"
https://www.wedding-spot.com/venue/13931/hotel-belleclaire/,Hotel Belleclaire,65,212-706-4480,"250 West 77th Street New York, NY 10024","BYO, Valet parking"
https://www.wedding-spot.com/venue/11823/magnolia/,Magnolia,200,917-605-0363,"350 West 40th Street New York, NY 10018","Indoor and outdoor spaces, Valet parking"
https://www.wedding-spot.com/venue/9094/loews-regency-new-york-hotel/,Loews Regency New York Hotel,75,212-339-4024,"540 Park Avenue New York, NY 10065","Rentals included, Valet parking"
https://www.wedding-spot.com/venue/1659/the-prince-kitano-hotel-new-york/,The Prince Kitano Hotel New York,70,212-885-7017,"66 Park Avenue East 38th Street New York, NY 10016","Indoor and outdoor spaces, Rentals included, Valet parking"
https://www.wedding-spot.com/venue/11808/park-avenue-united-methodist-church/,Park Avenue United Methodist Church,380,212-427-5421,"106 East 86th Street New York, NY 10028",Upgraded rentals included
https://www.wedding-spot.com/venue/13545/beasts-bottles/,Beasts & Bottles,90,718-858-1095,"151 Atlantic Avenue Brooklyn, NY 11201",Valet parking
https://www.wedding-spot.com/venue/14712/ap-creative/,AP Creative,80,347-404-6147,"420 Troutman Street Brooklyn, NY 11237","BYO, Valet parking"
https://www.wedding-spot.com/venue/247/essex-club/,Essex Club,228,,"100 Pennsylvania Avenue Brentwood, NY 11717","Award winner, Indoor and outdoor spaces, Upgraded rentals included"
https://www.wedding-spot.com/venue/5536/miti-miti-taperia/,Miti Miti Taperia,100,718-230-3805,"138 5th Avenue Brooklyn, NY 11217","Upgraded rentals included, Valet parking"
https://www.wedding-spot.com/venue/5219/zanger-hall/,Zanger Hall,500,212-671-2511,"347 West 34th Street New York, NY 10001","Rentals included, Valet parking"
https://www.wedding-spot.com/venue/3583/old-school-meetinghouse/,Old School Meetinghouse,150,215-364-7795,"1256 2nd Street Pike Southampton, PA 18966",Valet parking
https://www.wedding-spot.com/venue/5356/bogota-latin-bistro/,Bogota Latin Bistro,100,718-230-3805,"141 5th Avenue Brooklyn, NY 11217","Indoor and outdoor spaces, Valet parking"
https://www.wedding-spot.com/venue/9452/the-black-lady-theatre/,The Black Lady Theatre,500,718-771-0900,"750 Nostrand Avenue Brooklyn, NY 11216","BYO, Valet parking"
https://www.wedding-spot.com/venue/1737/the-paley-center-for-media/,The Paley Center for Media,225,212-621-6658,"25 West 52nd Street New York, NY 10019",Valet parking
https://www.wedding-spot.com/venue/8648/amali/,Amali,100,212-339-8363,"115 East 60th Street New York, NY 10022","Rentals included, Valet parking"
https://www.wedding-spot.com/venue/5060/il-buco-alimentari-vineria/,Il Buco Alimentari & Vineria,56,917-484-4016,"53 Great Jones Street New York, NY 10012","BYO, Rentals included, Valet parking"
https://www.wedding-spot.com/venue/8447/st-lydias/,St. Lydia's,75,917-635-6417,"304 Bond Street Brooklyn, NY 11231","Indoor and outdoor spaces, BYO, Valet parking"
https://www.wedding-spot.com/venue/3651/the-champagne-room-at-polish-american-citizens-association/,The Champagne Room at Polish American Citizens Association,175,610-653-5463,"65-67 Marple Avenue Clifton Heights, PA 19018",Valet parking
https://www.wedding-spot.com/venue/6509/the-eastonian/,The Eastonian,450,610-923-0511,"90 Kunkle Drive Easton, PA 18045","Upgraded rentals included, Rentals included, Valet parking"
https://www.wedding-spot.com/venue/5798/cultural-center-at-cchs/,Cultural Center at CCHS,250,610-692-4800 ext  2,"225 North High Street West Chester, PA 19380","Indoor and outdoor spaces, BYO, Valet parking"
https://www.wedding-spot.com/venue/1913/the-studio-at-28-crosby/,The Studio at 28 Crosby,85,646-254-8579,"462 Broadway 4th Floor New York, NY 10013","Rentals included, Valet parking"
https://www.wedding-spot.com/venue/10136/the-inn-at-penn-a-hilton-hotel-philadelphia-university-city/,"The Inn at Penn, a Hilton Hotel Philadelphia University City",230,215-823-6206,"3600 Sansom Street Philadelphia, PA 19104","Indoor and outdoor spaces, Rentals included, Valet parking"
https://www.wedding-spot.com/venue/13608/premiere-event-space/,Premiere Event Space,120,917-765-9616,"Private Estate Address withheld for privacy Brooklyn, NY 11024",Valet parking
https://www.wedding-spot.com/venue/13644/cafe-victoria/,Cafe Victoria,50,917-765-9616,"70 West 107th Street New York, NY 10025",Valet parking
https://www.wedding-spot.com/venue/11018/founders-lab-nyc/,Founders Lab NYC,200,347-223-9102,"972 Metropolitan Avenue Brooklyn, NY 11211","BYO, Valet parking"
https://www.wedding-spot.com/venue/9801/spring-ford-country-club/,Spring Ford Country Club,200,610-948-0580 ext  224,"48 Country Club Road Royersford, PA 19468","Indoor and outdoor spaces, Upgraded rentals included"
https://www.wedding-spot.com/venue/3885/the-1912-club/,The 1912 Club,250,610-272-4050 ext  223,"888 Plymouth Road Plymouth Meeting, PA 19462","Indoor and outdoor spaces, Rentals included, Valet parking"
https://www.wedding-spot.com/venue/1500/brookside-country-club-philadelphia/,Brookside Country Club - Philadelphia,220,610-323-4520,"850 North Adams Street Pottstown, PA 19464","Indoor and outdoor spaces, Valet parking"
https://www.wedding-spot.com/venue/14614/holiday-inn-brooklyn-downtown/,Holiday Inn Brooklyn Downtown,50,718-624-2211,"300 Schermerhorn Street Brooklyn, NY 11217","Rentals included, Valet parking"
https://www.wedding-spot.com/venue/3931/ruths-chris-steakhouse-king-of-prussia/,Ruth's Chris Steakhouse - King of Prussia,100,610-992-1818,"220 North Gulph Road King of Prussia, PA 19406","Upgraded rentals included, Valet parking"
https://www.wedding-spot.com/venue/1789/flatiron-penthouse/,Flatiron Penthouse,80,646-558-5860,"18 West 23rd Street 5th Floor New York, NY 10010","Indoor and outdoor spaces, Valet parking"
https://www.wedding-spot.com/venue/11619/bern-farm/,Bern Farm,200,484-671-3913,"1160 Old Bernville Road Reading, PA 19605","Indoor and outdoor spaces, BYO"
https://www.wedding-spot.com/venue/9327/ethos-gallery-51st/,Ethos Gallery 51st,100,917-618-9774,"905 1st Avenue New York, NY 10022","Rentals included, Valet parking"
https://www.wedding-spot.com/venue/8998/davios-northern-italian-steakhouse-new-york/,Davio's Northern Italian Steakhouse New York,140,212-286-9819,"447 Lexington Avenue New York, NY 10017","Indoor and outdoor spaces, Valet parking"
https://www.wedding-spot.com/venue/1738/national-museum-of-mathematics/,National Museum of Mathematics,300,212-542-0566,"11 East 26th Street New York, NY 10010","BYO, Valet parking"
https://www.wedding-spot.com/venue/3650/ukrainian-league-of-philadelphia/,Ukrainian League of Philadelphia,125,609-503-0408,"800 North 23rd Street Philadelphia, PA 19130","BYO, Valet parking"
https://www.wedding-spot.com/venue/11059/soldiers-sailors-marines-coast-guard-airmen-s-club-inc/,"Soldiers', Sailors', Marines', Coast Guard & Airmen's Club, Inc.",40,212-683-4353,"283 Lexington Avenue New York, NY 10035",
https://www.wedding-spot.com/venue/3160/madame-tussauds-new-york/,Madame Tussauds New York,150,212-512-9600 ext  406,"234 West 42nd Street New York, NY 10036",Valet parking
https://www.wedding-spot.com/venue/8358/212-steakhouse/,212 Steakhouse,110,212-858-0646,"316 East 53rd Street New York, NY 10022","Rentals included, Valet parking"
https://www.wedding-spot.com/venue/11586/havens-kitchen/,Haven's Kitchen,125,212-929-7900,"109 West 17th Street New York, NY 10011","Rehearsal dinner and bridal shower, Valet parking"
